user_id,day,scrolling_time,video_watching_duration,post_story_views,time_spent_daily,daily_logins,posting_frequency,liking_behavior,commenting_activity,sharing_behavior,educational_time_spent,entertainment_time_spent,news_time_spent,inspirational_time_spent,user_profile,churned
U0037,5,735.7548753216369,429.5882736117425,1814,2571.2968058241313,2,1,5,1,0,82.11074471328484,226.70193956455995,112.51468622275847,135.96943532352816,casual,False
U0037,6,1360.402392245899,600.198958422256,1415,2766.2829172361317,5,0,8,0,0,100.18836902351212,147.07222175516338,100.18836902351212,404.83395743394425,casual,False
U0037,7,1204.166392675027,458.5880110682956,976,2674.780992437797,4,0,11,1,1,240.84755654921045,110.89537702145212,86.96763193910247,188.07042692803213,casual,False
U0037,8,1271.237541532245,675.7811816391502,1506,2889.9972484468617,5,0,4,1,0,174.24085969239613,115.51353182452772,295.02183351339664,289.2210234165412,casual,False
U0037,9,1145.1636619296169,460.30169139992506,1442,2664.370190338803,4,3,3,1,0,80.18367008493101,248.86160147469738,216.14124869424313,80.18367008493101,casual,False
U0037,10,1417.0086137900369,633.1667224101498,1099,2858.977726975106,0,0,6,0,0,112.92387616392101,112.92387616392101,360.77908647144494,223.35088817581922,casual,False
U0037,11,1500.0,952.1145642528651,1286,3277.9837592873128,3,0,8,0,0,336.0410724617774,413.2044520785622,175.60076064341362,319.13747410355984,casual,False
U0037,12,1015.7920114889259,461.59952723939995,1895,2630.623077119316,4,0,6,0,0,75.85699316447223,266.79049271356257,178.11859807680864,75.85699316447223,casual,False
U0037,13,644.428303501495,357.3131691774944,1905,2498.5637616043427,2,2,2,3,0,264.66577540098734,62.05111147179686,67.79576325976178,62.05111147179686,casual,False
U0037,14,1336.3484359115735,535.8778614437749,1022,2704.350392762066,3,0,8,1,0,145.06711413903238,101.17046001434066,182.3924801271857,264.720338481507,casual,False
U0037,15,874.5481609921794,470.92265790404656,1808,2677.013250446755,4,0,9,0,0,192.21282235482252,275.9595193407762,80.42045437557826,80.42045437557826,casual,False
U0037,16,1149.7063390380856,681.1900797244343,1115,2880.4345952741987,2,0,12,3,0,118.26542815596342,219.9296270533751,406.97411190889693,118.26542815596342,casual,False
U0037,17,1399.8832659552847,614.0371534835656,818,2848.209627705096,2,2,3,0,1,109.24990167817653,254.76248199613886,109.24990167817653,327.94734235260404,casual,False
U0037,18,1006.7623552638794,476.21722662470967,892,2632.7514453566637,3,0,2,1,0,127.44414762742123,144.49555158405008,94.3077179554885,219.50402818970372,casual,False
U0037,19,480.72017775529696,205.90025208150388,1524,2333.458187378348,0,0,2,0,0,93.3613643274845,136.1655852796835,38.965618885589954,38.965618885589954,casual,False
U0037,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,22,741.2595664743058,413.12748014311586,1634,2550.894028025996,3,3,3,0,0,72.46899149424748,194.09312334725254,72.46899149424748,173.86292169024827,casual,False
U0037,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0037,28,1233.8144202646392,673.0539243647037,1062,2907.6991149183646,2,0,7,3,0,330.13195019751083,184.6868157649197,127.44197880733057,236.4383701486034,casual,False
U0037,29,1155.8430709481486,540.5911064765146,1983,2704.4383586472823,7,0,5,1,0,212.15324051275246,292.9771534622824,87.15398233612365,87.15398233612365,casual,False
U0037,30,718.9687952316797,291.9640579177143,1242,2408.624601528351,3,0,4,1,1,52.204483124247176,52.204483124247176,96.81702711470054,184.3986081651561,casual,False
U0038,1,1226.7978437632528,677.2644977362165,1484,2882.325925673236,2,0,5,0,0,443.5893001583714,199.7645508164666,110.986037349199,110.986037349199,casual,False
U0038,2,1005.295041180238,535.2766873927633,1868,2747.7206552451944,6,0,4,1,0,176.55254590672374,104.4980887095448,291.96970688271267,127.70031374621296,casual,False
U0038,3,1117.0608483633735,704.9611571469293,866,2901.975779047686,5,0,7,1,0,148.2449215458346,447.155855226281,162.87155558473938,116.70344669083129,casual,False
U0038,4,1172.134718881127,589.017586139682,1223,2800.2822960248805,3,0,4,0,0,99.85417654619823,99.85417654619823,99.85417654619823,453.7197663862856,casual,False
U0038,5,479.95857020559083,262.3137894201941,1382,2355.937634446522,3,0,1,0,0,115.40816894377127,50.49119322735812,83.29142251730521,92.74684975808748,casual,False
U0038,6,818.8667041122147,340.5826768399269,981,2509.404826604571,5,1,2,3,0,145.70319196285882,139.98626631143438,71.01232447044048,116.70304385983715,casual,False
U0038,7,668.2486343758617,259.98960492336187,838,2388.6917360265616,4,0,2,0,0,151.22836717978527,45.04581191422526,104.37174501832554,45.04581191422526,casual,False
U0038,8,1211.8420750363896,453.35990589520054,1359,2589.1493314339236,2,1,4,0,0,323.22283193106676,86.8012856828563,86.8012856828563,132.8278764121701,casual,False
U0038,9,965.9526715332157,509.4141283797887,1346,2663.889383654038,3,1,2,0,1,363.4652279269617,83.94602112667046,83.94602112667046,102.53211347373525,casual,False
U0038,10,1438.0144810635932,615.6637203401277,1431,2839.5297964161173,4,0,5,3,0,196.6886605744879,160.29182058953094,130.6959743529716,332.8533408991266,casual,False
U0038,11,893.685040324858,392.35935862642685,1540,2550.2728652531505,1,0,4,2,0,75.32925404527373,136.03278217641773,193.96224664185573,97.94858238960327,casual,False
U0038,12,1500.0,684.2110281402512,1783,2894.6291811563156,0,0,3,1,0,236.14803560499342,269.70588503928366,139.70413237512986,239.0711281369086,casual,False
U0038,13,1159.3533635247522,569.0883146676128,1701,2785.2252227609897,3,0,5,5,0,242.43040070668667,137.91525033985576,109.07275378652339,247.80681792792367,casual,False
U0038,14,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,15,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,16,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,17,1500.0,1176.8844611339107,1730,3600.550938550313,0,0,13,0,0,938.1310997027924,194.25468666500728,225.910465517506,194.25468666500728,casual,False
U0038,18,1500.0,943.6054024759804,1571,3251.2881691522853,3,0,9,2,0,184.29572481643768,659.7553641265744,193.60766992359103,176.6294102856821,casual,False
U0038,19,1500.0,642.4238730314347,1235,2686.07551205657,7,0,6,0,0,267.1052956971973,160.25200360686625,296.9058549981346,121.65305373018614,casual,False
U0038,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,22,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,28,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0038,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0039,1,1200.0,1162.055790879214,1756,3582.598389780439,3,0,12,0,0,663.2397432854386,486.00387879746484,209.17738384876796,209.17738384876796,engaged,False
U0039,2,962.22725735902,743.8478101481427,1931,2985.860358670107,3,0,6,1,0,130.21922679734536,422.0161015155634,288.40580355985287,130.21922679734536,engaged,False
U0039,3,1200.0,1236.7388770521643,1377,3629.5778434744575,2,0,24,0,0,920.0262113146117,260.2247226222904,207.6634547687777,207.6634547687777,engaged,False
U0039,4,1015.529054929059,825.201660597986,1550,3114.290939112985,4,0,5,0,0,284.1736512697633,146.76378754908598,526.5897127450497,146.76378754908598,engaged,False
U0039,5,1200.0,2391.3200628158274,943,5088.896196701559,1,2,19,4,0,427.08711969793626,1659.0742523129554,546.6477049927316,427.08711969793626,engaged,False
U0039,6,1200.0,1370.9234204147256,927,3775.0676349811447,1,0,19,2,0,1152.4550623730215,203.20419086937434,203.20419086937434,203.20419086937434,engaged,False
U0039,7,1200.0,1362.1895865865997,1452,3771.4700138508906,5,0,14,7,0,245.1605595752477,565.937888132328,573.807847928757,361.56371821455787,engaged,False
U0039,8,1200.0,1918.6222822765417,1732,4540.999628427127,1,0,17,3,4,309.57739213642003,404.87106005561276,1476.9737840986743,309.57739213642003,engaged,False
U0039,9,1200.0,1163.0579244874666,1795,3541.0923113492668,2,0,11,2,0,681.2153944915872,334.1871781468522,275.7077123572835,214.98202635354377,engaged,False
U0039,10,1200.0,1149.7388071898913,939,3479.571712239959,2,0,21,0,0,197.2794336053223,376.3686155657182,266.7797960055464,605.143867063372,engaged,False
U0039,11,1200.0,1224.4291394407505,1882,3629.921320689707,4,0,12,0,0,419.8687512339388,204.31732428106045,773.4179208936472,204.31732428106045,engaged,False
U0039,12,1200.0,973.8815392930778,1513,3287.9048447685236,6,0,20,0,0,717.9634923942966,207.78253929591008,159.0794065391587,159.0794065391587,engaged,False
U0039,13,1111.216380699286,872.9451986820825,1436,3149.5649055578197,5,0,8,1,0,150.41677133897008,195.46036054441237,610.2710023354671,150.41677133897008,engaged,False
U0039,14,1200.0,1122.0253121289052,1854,3478.512630803604,1,0,25,6,0,198.31676244706676,398.68381680620286,673.1952891032679,198.31676244706676,engaged,False
U0039,15,1200.0,1233.4140303323754,1513,3573.795049825503,2,1,15,0,0,292.82132082204316,537.447134929162,500.26000169688314,208.266592377415,engaged,False
U0039,16,1005.0784431205692,799.0196838155262,874,3018.011265972871,1,1,6,0,0,132.48888914475026,627.1670749610238,123.17765093354858,123.17765093354858,engaged,False
U0039,17,1200.0,1173.3419188678213,1658,3530.397888034443,3,0,19,0,0,211.07641694197562,211.07641694197562,284.3918387852009,786.8532153652907,engaged,False
U0039,18,1200.0,835.5667642541209,1549,3143.928103277787,1,0,19,1,1,582.9057382777363,199.41087956282053,148.5657138644698,175.04577157276034,engaged,False
U0039,19,1200.0,1302.5635648713603,1682,3784.673177513378,3,0,28,7,0,245.46167442549682,999.6988232274621,260.0510054349222,245.46167442549682,engaged,False
U0039,20,1200.0,1065.8109560558787,904,3394.1543329416913,2,0,24,5,1,189.34651433189808,386.17608327841424,338.83126785649216,453.80046747488683,engaged,False
U0039,21,1200.0,1159.6609942899033,1763,3550.485484479665,3,1,17,6,0,618.0052116084439,253.97612934629925,443.92519168015053,211.5789518447713,engaged,False
U0039,22,1200.0,714.8821513895455,1395,2954.770555634356,4,4,9,0,0,419.8646434693307,240.8707432136954,129.38533454237344,142.64983440895645,engaged,False
U0039,23,1200.0,1521.7032378678696,947,3994.0485258911012,3,0,60,0,3,276.4482680302535,964.6242920449232,276.4482680302535,441.5276977856713,engaged,False
U0039,24,1200.0,1066.0836463252915,1495,3364.680937802227,7,0,3,5,0,172.28845907636665,465.1216003793498,194.68652885981675,485.58434948669407,engaged,False
U0039,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0039,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0039,27,1200.0,1152.5498599516159,1945,3526.024464257963,3,0,23,6,0,499.31407371775947,184.87858345301677,184.87858345301677,617.9532236341697,engaged,False
U0039,28,1200.0,1163.9331615096125,1476,3576.7543960631883,5,0,23,0,1,220.8957384767706,282.75245145276347,499.23704698658537,529.8691591470688,engaged,False
U0039,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,engaged,True
U0039,30,1200.0,790.2598958194369,930,3095.8972562394147,2,0,5,0,2,212.59287851078432,388.08034207948856,308.86965250546695,145.35438314367502,engaged,False
U0040,1,675.4267565728235,357.46178593894035,1271,2484.2558072648985,4,0,2,0,0,129.04578675505877,172.8396338365988,77.0937577667409,81.27662890650008,casual,False
U0040,2,1500.0,710.5046528884418,1619,2878.0151692686723,2,0,8,1,1,114.5343463084695,114.5343463084695,394.4037787340449,233.54269791768812,casual,False
U0040,3,525.5219827178825,324.3396047454054,1575,2375.0244732231426,3,2,3,0,0,113.62658139087004,170.4209740125208,87.91156175274568,58.419899353235635,casual,False
U0040,4,1355.1849183579436,672.640369937388,1987,2910.492981419534,5,1,8,0,0,203.38933509221633,107.49279654043653,107.49279654043653,466.1180532464445,casual,False
U0040,5,955.6623752537943,360.73193483843465,1704,2514.972352116391,2,0,4,0,0,168.76738590518173,73.36417591994942,166.2232042772728,71.61758601398715,casual,False
U0040,6,778.3992606912698,449.68645050555347,1479,2623.422546124584,2,1,2,1,0,291.0010022040512,117.4908138394016,120.96322388920775,81.96750619192375,casual,False
U0040,7,729.4353279401388,299.85614517619393,1868,2421.893251693882,1,1,2,0,1,87.57369284421993,124.09819359821132,115.29591254685867,53.9254527045924,casual,False
U0040,8,1500.0,996.8454965030925,1672,3294.256723964989,2,0,6,0,0,173.40541070999285,224.62864916746582,300.3419595470411,562.880704540489,casual,False
U0040,9,738.0742236244471,465.0939568352771,1971,2583.3435851799495,4,0,6,1,0,74.11753351529399,74.11753351529399,107.26585123276041,312.8426669166009,casual,False
U0040,10,739.3184828888573,465.4028925819589,1709,2596.6348109913024,1,0,6,0,0,128.5274055298647,81.70213045229764,287.7031445568427,81.70213045229764,casual,False
U0040,11,783.3825507425993,332.158143737662,1248,2452.824984760044,4,0,5,1,1,51.119349217777334,188.26513918646876,115.32114713802063,51.119349217777334,casual,False
U0040,12,1302.3746335642254,623.1698341507315,1450,2825.450905422894,1,0,8,5,0,396.7674198916614,131.33679098539017,171.45394590566212,106.89274864017996,casual,False
U0040,13,1500.0,626.404311238874,1025,2822.147869649394,0,0,3,0,0,199.33831902159963,390.2518088753107,110.27887087624184,110.27887087624184,casual,False
U0040,14,728.4032506493572,461.5402106124195,1059,2577.783095979198,5,3,2,1,0,70.49276292946888,219.7578001906922,200.03976992956817,70.49276292946888,casual,False
U0040,15,925.7167957942853,529.677193672934,1010,2706.3144710787683,1,0,3,0,0,424.8469690423864,86.82386228393956,92.81977746850296,86.82386228393956,casual,False
U0040,16,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,17,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,18,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,19,1322.540607375422,559.1251675747915,1030,2794.8540339276633,2,0,3,1,0,100.88003945607116,377.59855361469056,183.19666684860772,101.17877400829371,casual,False
U0040,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,21,1004.136491691125,401.52759229896947,1355,2577.9295185694864,1,0,2,0,0,170.9201435846849,220.48654814875957,71.76141341802085,71.76141341802085,casual,False
U0040,22,1391.4782338034672,508.0600903730235,817,2744.814826455701,1,1,4,0,0,84.58412004452038,84.58412004452038,84.58412004452038,465.06246632214027,casual,False
U0040,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,28,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0040,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,1,1073.9142106828108,497.89371202113364,1525,2687.28378073793,3,0,2,1,0,119.6700461630551,326.15811179704986,96.4429308947406,125.01269188308474,casual,False
U0041,2,799.9686344164265,476.7348572704433,1467,2660.15496489651,3,0,2,0,0,82.14149671502796,371.3239486046293,82.54802286182466,82.14149671502796,casual,False
U0041,3,1097.8583566298876,629.5615830269975,1013,2831.3348251700154,0,1,8,0,0,436.94091921613597,108.29342395165271,108.29342395165271,158.8070580505737,casual,False
U0041,4,1266.5560101509964,567.505175323178,1701,2788.9728869521155,2,0,3,0,0,441.7728810663392,106.06666862859208,106.06666862859208,106.06666862859208,casual,False
U0041,5,1063.972955222925,471.85878907018093,1972,2630.248378384911,6,2,4,0,0,72.76463149402336,72.76463149402336,333.3245914985911,107.39452389827349,casual,False
U0041,6,1074.2074443212762,578.0699618376474,1055,2785.252432048348,3,0,3,3,0,288.0357450370064,241.6094284464558,104.30362928244276,104.30362928244276,casual,False
U0041,7,655.1617887504038,392.7307338555907,1765,2547.0621405447473,0,2,2,1,0,83.96152354533578,213.47188777688154,73.58862983951542,139.04009938301445,casual,False
U0041,8,1500.0,802.754949569583,1420,3075.7771443997235,4,0,4,0,0,167.7639414374258,306.90929892111603,138.82624559915638,423.27765844202554,casual,False
U0041,9,780.7481708327055,366.64838566717276,1656,2547.4642133780667,3,0,2,0,0,76.28730489443284,124.88093079827456,120.93350672935931,197.36247095599987,casual,False
U0041,10,496.6528472177033,270.9231850690557,1745,2352.653330801033,0,0,2,1,0,40.58176251182818,122.32668540515803,40.58176251182818,134.16312037221874,casual,False
U0041,11,638.0267934422445,276.51368283492434,1966,2448.90639530705,5,1,3,0,0,51.77134204820063,51.77134204820063,106.85759753262747,192.50611367802142,casual,False
U0041,12,853.6210569054881,517.5575037549204,959,2662.4863102249474,3,0,2,3,0,136.34451871106873,88.47812879028508,88.47812879028508,330.1855339333082,casual,False
U0041,13,961.8883796612803,502.82812054719045,1190,2684.79088984967,3,0,5,1,0,250.65850556472222,83.64285585451891,83.64285585451891,227.84667257591008,casual,False
U0041,14,1187.0731312677774,472.3159812391874,736,1937.8759840023554,2,0,7,0,0,83.0163036048638,249.98712670293384,83.0163036048638,193.928571408727,casual,False
U0041,15,1084.5580437803958,438.88611301426715,1911,2580.1173532578423,4,0,5,0,0,88.68804057989921,316.66259296722257,73.8833598553604,73.8833598553604,casual,False
U0041,16,1394.1783601627594,565.9164569120145,1845,2750.581181772481,0,0,7,1,0,350.7096273573504,201.307526441662,94.28201398673441,94.28201398673441,casual,False
U0041,17,880.8691435771659,500.894695845475,1214,2733.7844272611023,3,1,3,3,0,91.1371302702274,112.82895540676782,403.68121131387966,91.1371302702274,casual,False
U0041,18,760.3073770874076,342.83279176530203,1572,2500.0664785751396,1,0,2,0,0,64.7466803777509,147.6666220342682,165.71378883974637,101.93938732337432,casual,False
U0041,19,1104.7499921208787,630.0486668386197,1782,2844.3098780773003,0,0,7,3,0,150.80029889251716,113.56395303900607,353.1574722238851,201.78815392189173,casual,False
U0041,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,22,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,23,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,24,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,26,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,28,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0041,30,1084.500276205144,624.6813064287167,1441,2826.99328616544,3,0,8,0,0,321.99867515823234,214.01811928747568,141.00824759389644,113.96824412583562,casual,False
U0042,1,1036.668998545898,443.82388814455976,1181,2597.603287839478,4,0,3,0,0,231.09030668934807,85.03309193075013,172.83914511643147,96.6407441029486,casual,False
U0042,2,657.815400872801,264.9793182755468,1509,2369.9231183754246,1,1,2,1,0,50.386310400153214,91.09665987299019,86.11719216860666,131.32295593367434,casual,False
U0042,3,1485.0736279767198,705.5915894167556,1853,2939.0388661341176,1,1,4,6,0,377.21333550728093,281.85446934140197,116.98553064271734,116.98553064271734,casual,False
U0042,4,999.2255731714907,461.81431627075716,1322,2649.903195229288,2,1,16,1,1,188.18948861978825,151.44787645061828,172.56404623094994,103.7017839279315,casual,False
U0042,5,1089.4643774868127,534.9579936939622,1180,2709.7558978066,4,0,2,0,0,179.82528736607824,175.67676777140852,105.92753834048803,225.32630432862524,casual,False
U0042,6,721.9646811233906,405.5639547273424,1151,2064.5612141066845,3,0,1,1,0,107.66650995301151,77.36108622787516,116.47210260054574,226.0311071332421,casual,False
U0042,7,940.7897238494767,506.2473118532864,1137,2710.826763196079,6,1,10,1,1,88.67144863842893,88.67144863842893,228.14723068051543,261.3366352387058,casual,False
U0042,8,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,9,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,10,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,11,669.7956618862745,323.0740287584373,1367,2443.77247812528,3,0,3,2,0,59.81918816083357,147.10351445481808,111.8457533665869,88.00402214304172,casual,False
U0042,12,1062.667195439931,468.0321621541281,1441,2669.0903884112013,1,0,4,0,0,116.8010089846008,224.3326459844409,93.32938799958538,194.62734544257427,casual,False
U0042,13,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,14,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,15,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,16,479.2073019700439,265.02590408907747,1158,2355.8261876652878,1,0,1,0,0,109.38987518337667,135.5078058888199,44.36260653570895,46.56590005738208,casual,False
U0042,17,1278.9558741242936,840.0482492947415,1576,3089.374429694785,1,1,4,0,0,258.43733726957413,140.3439853287532,271.89613465438975,392.69697244206753,casual,False
U0042,18,1429.153121748382,657.6629521691775,1436,2840.5266010233527,1,0,12,0,0,374.08941246152875,177.53609120560964,207.50091461181862,122.84129500951745,casual,False
U0042,19,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,20,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,21,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,22,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,23,1184.535705961705,624.8700282263202,559,2050.248887085425,5,1,4,0,0,136.4461365822765,309.4143380300935,121.63844007703453,261.74328354648645,casual,False
U0042,24,770.3623925367023,392.93237912188755,1175,2574.3063993079213,2,0,1,0,0,262.60459245933174,69.55092360270969,131.5999596431705,69.55092360270969,casual,False
U0042,25,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,26,1368.5816670453612,516.4601512524209,1452,2740.903405920261,2,0,3,0,0,262.7897874652244,144.56837814746504,91.97350003679256,193.5717402707789,casual,False
U0042,27,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,28,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,29,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0042,30,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,casual,True
U0043,1,453.7719837690891,294.98080240382296,1906,2408.427912896923,2,1,4,1,0,106.07737670001507,50.90671524661125,114.3273502459031,101.11647070439338,casual,False
U0043,2,712.1058733505696,292.70908943666467,1982,2413.098724898447,3,0,1,1,0,127.00403498887894,54.3594842850246,52.03576001993923,148.69944560460405,casual,False
U0043,3,697.0520656608888,370.8484452803072,1991,2543.8863788499,3,0,1,0,0,158.44386708829384,85.31506686740356,95.48604604900899,185.6413988451939,casual,False
U0043,4,847.1889113526324,419.5304636263706,1361,2386.6116138431116,1,0,3,0,0,290.337618674236,112.5002431602557,71.55672254288109,71.55672254288109,casual,False
U0043,5,1032.914297401935,392.97090382623014,955,2566.8264511363423,4,0,5,1,0,116.18389935433066,69.96823286251296,75.02491843712312,261.6494004823755,casual,False
U0043,6,1125.9641848391364,584.707878861761,1970,2762.0462660556077,4,0,6,0,0,101.24539085308506,302.6276305410132,159.25095595786888,176.92228870364036,casual,False
U0043,7,832.9648622417932,440.83906446744334,1152,2635.855582927675,4,0,4,1,0,112.62981770305886,268.31299001721436,115.31849893083563,106.5942762765663,casual,False
U0043,8,1178.604141683179,499.8269667753814,933,2705.05241945329,3,2,5,0,0,113.38052066429445,323.8048554480212,127.24726783097573,130.61977550999833,casual,False
U0043,9,1173.82544101709,552.9489572200318,1510,2760.991164631355,0,0,5,0,0,236.02350789730815,107.41195348845541,200.25998742487337,187.29571582071773,casual,False
U0043,10,1349.5679074850777,509.68573437917644,1129,2730.729418955564,3,0,2,0,0,256.84466053955015,122.17903907310985,108.11928198827168,225.5864373546323,casual,False
U0043,11,1031.1759685632924,527.9794690203883,662,2072.7198359281615,5,0,5,0,0,289.03939247108997,176.56160850325801,93.21452308519618,93.21452308519618,casual,False
U0043,12,1072.2069885999194,615.30665146614,1072,2791.310037187926,3,1,7,0,0,373.6084973822928,105.46823373888216,108.36632180561797,181.86698426113298,casual,False
U0043,13,910.8427038136393,386.66400997151015,1681,2539.3735665852155,3,1,2,0,0,253.26495820980713,65.8985620405655,132.31148429427768,65.8985620405655,casual,False
U0043,14,829.8071995775339,506.49002791210074,1466,2642.891537919473,2,1,2,3,0,90.31325998644924,163.41571039368134,249.24149216609456,127.92107537324799,casual,False
U0043,15,1033.0763746353434,462.90339272195126,1405,2628.5591060475645,7,0,12,1,0,178.24462062057887,165.93365056039832,169.04613024910216,79.33470461748517,casual,False
U0043,16,1181.177949988394,580.5467718884081,1574,2753.654124028654,1,0,2,1,0,87.12916717054065,461.26662251703254,87.12916717054065,87.12916717054065,casual,False
U0043,17,1197.4885079122403,499.70707813565707,1157,2665.551830931795,3,2,3,0,0,126.10689397507234,311.42624835706187,114.10948866704399,88.90919993261674,casual,False
U0043,18,1032.7333114286998,386.1868883726368,1577,2561.529783002115,3,0,5,3,0,208.95242776845157,70.62386677706331,181.18090096476533,71.7725874918346,casual,False
U0043,19,1500.0,994.6377462280982,1478,3330.2343280529394,2,0,3,2,2,816.3988853097837,160.9451475810518,160.9451475810518,160.9451475810518,casual,False
